mass1,mass2,time,snr
10.0,10.0,1126259642.0043945,11.252394961342445
11.220184543019636,10.0,1126259641.9921875,8.361341701631911
12.589254117941675,10.0,1126259641.96875,7.233003474849529
14.12537544622754,10.0,1126259641.9799805,6.191823824002583
15.848931924611133,10.0,1126259641.9604492,6.308725746806723
17.78279410038923,10.0,1126259641.958496,5.92211540642437
19.952623149688797,10.0,1126259640.2329102,5.25292374512146
22.3872113856834,10.0,1126259641.8623047,5.2490432630258255
25.118864315095795,10.0,1126259641.9013672,5.450306662333241
28.183829312644534,10.0,1126259641.8984375,4.844109919611563
31.622776601683793,10.0,1126259625.2045898,4.725915664417492
35.48133892335755,10.0,1126259655.0610352,4.970465543233596
39.810717055349734,10.0,1126259639.133789,5.135341208428439
44.6683592150963,10.0,1126259639.1323242,5.233868214881365
50.118723362727245,10.0,1126259639.1308594,4.992466115345622
56.23413251903491,10.0,1126259641.866211,4.9930513419706655
63.09573444801933,10.0,1126259641.8657227,4.707916780104895
70.79457843841381,10.0,1126259639.1157227,4.828961975786714
79.43282347242814,10.0,1126259641.894043,4.600175714863619
89.12509381337459,10.0,1126259641.862793,4.785640238071783
100.0,10.0,1126259641.8652344,5.03547360061128
11.220184543019636,11.220184543019636,1126259641.9692383,7.220862568563838
12.589254117941675,11.220184543019636,1126259641.9799805,6.193140219256934
14.12537544622754,11.220184543019636,1126259641.9628906,6.035249096451429
15.848931924611133,11.220184543019636,1126259641.9589844,6.269053528165868
17.78279410038923,11.220184543019636,1126259640.2333984,5.137482425842499
19.952623149688797,11.220184543019636,1126259641.862793,5.2631657308005275
22.3872113856834,11.220184543019636,1126259641.9018555,5.347486976094587
25.118864315095795,11.220184543019636,1126259641.8989258,4.974897269703193
28.183829312644534,11.220184543019636,1126259641.831543,4.729741263297845
31.622776601683793,11.220184543019636,1126259655.0615234,4.963612330055275
35.48133892335755,11.220184543019636,1126259655.0605469,4.992108293218644
39.810717055349734,11.220184543019636,1126259639.1333008,4.980135622583935
44.6683592150963,11.220184543019636,1126259639.131836,5.114219828716357
50.118723362727245,11.220184543019636,1126259639.130371,5.207915199164512
56.23413251903491,11.220184543019636,1126259641.8666992,4.901487383446105
63.09573444801933,11.220184543019636,1126259639.1186523,4.804918209564722
70.79457843841381,11.220184543019636,1126259639.1166992,4.803686630791561
79.43282347242814,11.220184543019636,1126259639.114746,4.716251643434034
89.12509381337459,11.220184543019636,1126259641.8623047,4.705577835674214
100.0,11.220184543019636,1126259639.1113281,4.906698771976108
12.589254117941675,12.589254117941675,1126259641.9628906,6.025136672987741
14.12537544622754,12.589254117941675,1126259641.9589844,6.383371692925593
15.848931924611133,12.589254117941675,1126259641.9472656,5.228982092107281
17.78279410038923,12.589254117941675,1126259641.8632812,5.0797689341017485
19.952623149688797,12.589254117941675,1126259641.9023438,5.246635383341037
22.3872113856834,12.589254117941675,1126259641.8989258,5.038285284340058
25.118864315095795,12.589254117941675,1126259641.8920898,4.640386885116885
28.183829312644534,12.589254117941675,1126259655.0625,4.836755518893803
31.622776601683793,12.589254117941675,1126259655.0610352,5.169349704339565
35.48133892335755,12.589254117941675,1126259639.1342773,4.8965294977520095
39.810717055349734,12.589254117941675,1126259639.1328125,5.17745799391063
44.6683592150963,12.589254117941675,1126259639.131836,5.106121493803409
50.118723362727245,12.589254117941675,1126259639.130371,5.020044214132935
56.23413251903491,12.589254117941675,1126259639.1206055,4.832501704687926
63.09573444801933,12.589254117941675,1126259641.9995117,4.874541678914043
70.79457843841381,12.589254117941675,1126259639.116211,4.874178400773276
79.43282347242814,12.589254117941675,1126259641.8945312,4.943367759422649
89.12509381337459,12.589254117941675,1126259641.8613281,4.739805250618995
100.0,12.589254117941675,1126259639.1108398,4.8610479321728235
14.12537544622754,14.12537544622754,1126259641.9472656,5.249433046292943
15.848931924611133,14.12537544622754,1126259641.8632812,4.971448485666977
17.78279410038923,14.12537544622754,1126259641.9023438,5.355541208984889
19.952623149688797,14.12537544622754,1126259641.9013672,5.211141751618521
22.3872113856834,14.12537544622754,1126259641.8984375,4.673558249699984
25.118864315095795,14.12537544622754,1126259655.0625,4.65228507546247
28.183829312644534,14.12537544622754,1126259655.0615234,5.207149939514038
31.622776601683793,14.12537544622754,1126259639.1347656,4.839776033674617
35.48133892335755,14.12537544622754,1126259639.133789,5.043658465612977
39.810717055349734,14.12537544622754,1126259639.1328125,5.225188256930122
44.6683592150963,14.12537544622754,1126259639.1313477,5.330055573883582
50.118723362727245,14.12537544622754,1126259639.130371,4.858567510714927
56.23413251903491,14.12537544622754,1126259641.866211,4.9179225641920485
63.09573444801933,14.12537544622754,1126259641.991211,4.823607386634382
70.79457843841381,14.12537544622754,1126259639.116211,4.8298708684255045
79.43282347242814,14.12537544622754,1126259641.894043,4.812709332368408
89.12509381337459,14.12537544622754,1126259625.9208984,4.757108529444865
100.0,14.12537544622754,1126259639.1108398,4.869481557581761
15.848931924611133,15.848931924611133,1126259641.9023438,5.315830601475502
17.78279410038923,15.848931924611133,1126259641.9013672,5.271277924802822
19.952623149688797,15.848931924611133,1126259641.8984375,4.818883508094821
22.3872113856834,15.848931924611133,1126259650.6552734,4.631341298167273
25.118864315095795,15.848931924611133,1126259655.0620117,5.1352489847194605
28.183829312644534,15.848931924611133,1126259655.0610352,5.042316287370541
31.622776601683793,15.848931924611133,1126259639.1342773,5.098357305254771
35.48133892335755,15.848931924611133,1126259639.1333008,5.147836997889219
39.810717055349734,15.848931924611133,1126259642.003418,5.229209823277749
44.6683592150963,15.848931924611133,1126259641.8686523,5.049454603434878
50.118723362727245,15.848931924611133,1126259642.0009766,5.068730727703934
56.23413251903491,15.848931924611133,1126259642.0004883,5.031383446852002
63.09573444801933,15.848931924611133,1126259639.1176758,4.9707467263207255
70.79457843841381,15.848931924611133,1126259639.116211,4.959329721483367
79.43282347242814,15.848931924611133,1126259639.1137695,4.6353939869494445
89.12509381337459,15.848931924611133,1126259639.1137695,4.631756862521945
100.0,15.848931924611133,1126259641.8657227,5.00736642427215
17.78279410038923,17.78279410038923,1126259641.8989258,4.827697171210497
19.952623149688797,17.78279410038923,1126259650.6552734,4.723250287867936
22.3872113856834,17.78279410038923,1126259655.0620117,5.068244557769743
25.118864315095795,17.78279410038923,1126259655.0610352,5.110846539020935
28.183829312644534,17.78279410038923,1126259639.1342773,4.8198342946910815
31.622776601683793,17.78279410038923,1126259639.1333008,5.052783216959357
35.48133892335755,17.78279410038923,1126259642.0039062,5.187896811177049
39.810717055349734,17.78279410038923,1126259639.131836,5.1850391040609844
44.6683592150963,17.78279410038923,1126259642.0019531,5.41497084217829
50.118723362727245,17.78279410038923,1126259642.0009766,5.211689477877678
56.23413251903491,17.78279410038923,1126259641.9926758,5.071366446750582
63.09573444801933,17.78279410038923,1126259641.9907227,4.960775708178216
70.79457843841381,17.78279410038923,1126259639.1157227,4.966349649196206
79.43282347242814,17.78279410038923,1126259639.1137695,4.641792218722324
89.12509381337459,17.78279410038923,1126259639.1123047,4.6066162308446295
100.0,17.78279410038923,1126259639.1132812,4.898971870279151
19.952623149688797,19.952623149688797,1126259655.0620117,5.0702169078231645
22.3872113856834,19.952623149688797,1126259655.0615234,5.113531836795992
25.118864315095795,19.952623149688797,1126259639.1347656,4.884618684408336
28.183829312644534,19.952623149688797,1126259639.133789,5.173773887886286
31.622776601683793,19.952623149688797,1126259639.1328125,5.185281551399323
35.48133892335755,19.952623149688797,1126259642.003418,5.335828061537244
39.810717055349734,19.952623149688797,1126259642.0024414,5.496823947605266
44.6683592150963,19.952623149688797,1126259642.0014648,5.519021113169209
50.118723362727245,19.952623149688797,1126259642.0004883,5.477410764849782
56.23413251903491,19.952623149688797,1126259641.9921875,5.199931025355367
63.09573444801933,19.952623149688797,1126259639.118164,5.120955429819482
70.79457843841381,19.952623149688797,1126259639.1152344,4.934209937318019
79.43282347242814,19.952623149688797,1126259639.1137695,4.606626533951321
89.12509381337459,19.952623149688797,1126259641.8935547,4.60764263602989
100.0,19.952623149688797,1126259641.8623047,4.9596973354285945
22.3872113856834,22.3872113856834,1126259646.4023438,4.884574426528956
25.118864315095795,22.3872113856834,1126259639.133789,5.103891085787533
28.183829312644534,22.3872113856834,1126259639.1328125,5.198130715499879
31.622776601683793,22.3872113856834,1126259642.003418,5.326315443765838
35.48133892335755,22.3872113856834,1126259642.0024414,5.639094088109501
39.810717055349734,22.3872113856834,1126259642.0014648,5.7868398429705605
44.6683592150963,22.3872113856834,1126259642.0009766,5.6804436978706425
50.118723362727245,22.3872113856834,1126259642.0,5.281100663272663
56.23413251903491,22.3872113856834,1126259641.9921875,5.417638988654832
63.09573444801933,22.3872113856834,1126259639.1171875,5.115268613083244
70.79457843841381,22.3872113856834,1126259639.1157227,4.881520427319982
79.43282347242814,22.3872113856834,1126259625.9233398,4.603103274968612
89.12509381337459,22.3872113856834,1126259641.8930664,4.552909590858415
100.0,22.3872113856834,1126259641.8642578,4.97644777776055
25.118864315095795,25.118864315095795,1126259639.1333008,5.1860318653570285
28.183829312644534,25.118864315095795,1126259642.003418,5.420221521454829
31.622776601683793,25.118864315095795,1126259642.0029297,5.499363214904029
35.48133892335755,25.118864315095795,1126259642.0019531,6.0912982746026625
39.810717055349734,25.118864315095795,1126259642.0009766,5.930183273513341
44.6683592150963,25.118864315095795,1126259642.0004883,5.706630988639401
50.118723362727245,25.118864315095795,1126259641.9926758,5.4874638259274855
56.23413251903491,25.118864315095795,1126259641.9916992,5.2341158005072765
63.09573444801933,25.118864315095795,1126259639.1166992,4.978505551829938
70.79457843841381,25.118864315095795,1126259639.114746,4.878509940782818
79.43282347242814,25.118864315095795,1126259641.8955078,4.7038647229592865
89.12509381337459,25.118864315095795,1126259639.114746,4.618931352381945
100.0,25.118864315095795,1126259641.8637695,4.980554794519098
28.183829312644534,28.183829312644534,1126259642.0029297,5.562949140013119
31.622776601683793,28.183829312644534,1126259642.0019531,5.8646018763831185
35.48133892335755,28.183829312644534,1126259642.0014648,6.013130127541896
39.810717055349734,28.183829312644534,1126259642.0004883,6.070849241243735
44.6683592150963,28.183829312644534,1126259641.9936523,5.4060030492603275
50.118723362727245,28.183829312644534,1126259641.9921875,5.796435616914419
56.23413251903491,28.183829312644534,1126259639.1176758,5.073930811117106
63.09573444801933,28.183829312644534,1126259639.116211,5.043340858333182
70.79457843841381,28.183829312644534,1126259639.1137695,4.7701036366373595
79.43282347242814,28.183829312644534,1126259639.112793,4.491115098067484
89.12509381337459,28.183829312644534,1126259639.1113281,4.5699699484473015
100.0,28.183829312644534,1126259641.8613281,4.95757118073535
31.622776601683793,31.622776601683793,1126259642.0014648,6.072487069954114
35.48133892335755,31.622776601683793,1126259642.0004883,6.068187274576591
39.810717055349734,31.622776601683793,1126259641.9936523,5.400104360689104
44.6683592150963,31.622776601683793,1126259641.9926758,5.760279250738551
50.118723362727245,31.622776601683793,1126259641.991211,5.242990728755801
56.23413251903491,31.622776601683793,1126259639.1176758,4.973470686447537
63.09573444801933,31.622776601683793,1126259639.1152344,5.021433152337112
70.79457843841381,31.622776601683793,1126259639.1142578,4.7064491689329495
79.43282347242814,31.622776601683793,1126259641.8935547,4.716174649249241
89.12509381337459,31.622776601683793,1126259639.1142578,4.691998814155957
100.0,31.622776601683793,1126259639.1113281,4.971570125820289
35.48133892335755,35.48133892335755,1126259642.0,5.306384969833712
39.810717055349734,35.48133892335755,1126259641.9926758,5.6182983921364835
44.6683592150963,35.48133892335755,1126259641.9916992,5.477598859895169
50.118723362727245,35.48133892335755,1126259639.1176758,4.976451147600554
56.23413251903491,35.48133892335755,1126259639.1157227,5.0875423803994
63.09573444801933,35.48133892335755,1126259639.1142578,4.888021000507075
70.79457843841381,35.48133892335755,1126259639.1132812,4.691249577168221
79.43282347242814,35.48133892335755,1126259641.8925781,4.416094202648806
89.12509381337459,35.48133892335755,1126259639.1132812,4.7752476296127835
100.0,35.48133892335755,1126259639.1113281,4.9273932662806725
39.810717055349734,39.810717055349734,1126259641.9916992,5.398495902614726
44.6683592150963,39.810717055349734,1126259641.9907227,4.987826114938037
50.118723362727245,39.810717055349734,1126259639.116211,5.088855980534412
56.23413251903491,39.810717055349734,1126259639.1157227,4.964464964207057
63.09573444801933,39.810717055349734,1126259639.1137695,4.869955943758356
70.79457843841381,39.810717055349734,1126259639.1118164,4.556591111675942
79.43282347242814,39.810717055349734,1126259641.9511719,4.51163845868035
89.12509381337459,39.810717055349734,1126259639.1137695,4.895437747334301
100.0,39.810717055349734,1126259641.859375,4.970004360750956
44.6683592150963,44.6683592150963,1126259639.116211,5.103670558624835
50.118723362727245,44.6683592150963,1126259639.114746,4.997745125323974
56.23413251903491,44.6683592150963,1126259639.1137695,4.982510617065192
63.09573444801933,44.6683592150963,1126259641.9750977,4.841408415479821
70.79457843841381,44.6683592150963,1126259639.1113281,4.383230334193488
79.43282347242814,44.6683592150963,1126259639.1166992,4.594529286629714
89.12509381337459,44.6683592150963,1126259639.1118164,4.857214408980032
100.0,44.6683592150963,1126259641.8608398,4.998816706715266
50.118723362727245,50.118723362727245,1126259639.1137695,4.982330281657176
56.23413251903491,50.118723362727245,1126259639.112793,4.853414184856075
63.09573444801933,50.118723362727245,1126259641.9736328,4.6857282432329725
70.79457843841381,50.118723362727245,1126259641.9506836,4.396113818957687
79.43282347242814,50.118723362727245,1126259639.1152344,4.773137114271627
89.12509381337459,50.118723362727245,1126259639.1108398,4.943974510525794
100.0,50.118723362727245,1126259639.1079102,4.941930586396366
56.23413251903491,56.23413251903491,1126259641.974121,4.714459043433676
63.09573444801933,56.23413251903491,1126259651.809082,4.501466300517358
70.79457843841381,56.23413251903491,1126259639.1118164,4.458887615481544
79.43282347242814,56.23413251903491,1126259639.1137695,4.915765854675705
89.12509381337459,56.23413251903491,1126259639.1088867,4.9976491341315805
100.0,56.23413251903491,1126259641.8564453,5.145283249543625
63.09573444801933,63.09573444801933,1126259641.9506836,4.497064326868005
70.79457843841381,63.09573444801933,1126259639.1118164,4.738027677143565
79.43282347242814,63.09573444801933,1126259639.1108398,4.97079344530626
89.12509381337459,63.09573444801933,1126259639.1074219,4.967472076616298
100.0,63.09573444801933,1126259641.8554688,5.294337484423214
70.79457843841381,70.79457843841381,1126259639.1108398,4.925839011687014
